Index1,Index2,Index3,Value1,Value2
dmpl,RB,dmpl_O13_trimer,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1]","[995.38312  792.330426 630.314006 500.046619 391.275591 298.430095
 220.020863 155.666759 104.375549  64.498073  34.144472  11.488747
  -5.090856 -16.96615  -25.254376 -30.839106 -34.408008 -36.491064
 -37.49401  -37.725841 -37.419193 -36.745874 -35.829635 -34.757934
 -33.592359 -32.376884 -31.143708 -29.916732 -28.713771 -27.547782
 -26.427618 -25.35862  -24.343083 -23.380849 -22.469941 -21.607232
 -20.789175]"
dmpl,RB,dmpl_O13_tetramer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[1570.23382  1245.651936  978.965278  753.795395  561.058646  398.810876
  266.226455  160.93348    79.423192   17.763793  -27.874657  -60.924328
  -84.284852 -100.307467 -110.84344  -117.323623 -120.84496  -122.242647
 -122.144386 -121.015212 -119.196348 -116.935912 -114.411191 -111.744513
 -109.01693  -106.280302 -103.568031 -100.902947  -98.30208   -95.778537
  -93.342489  -91.001072  -88.758337  -86.615383  -84.570431  -82.619297
  -80.755985  -78.973688  -77.265311  -75.624416  -74.045515  -72.524171
  -71.057158  -69.642164  -68.277567  -66.962216  -65.695085  -64.47508
  -63.300947  -62.171149  -61.083867  -60.037079  -59.028702  -58.056498
  -57.1183    -56.211995  -55.335567  -54.487156  -53.664977  -52.8675
  -52.093191  -51.340794  -50.609102  -49.897078  -49.203721  -48.528251
  -47.869876  -47.227889  -46.601717  -45.99078   -45.394527  -44.812461
  -44.244124  -43.689054  -43.146863  -42.61711   -42.099405  -41.593416
  -41.098734  -40.615078  -40.142061  -39.679392  -39.226792  -38.783927
  -38.350579  -37.92642 ]"
dmpl,CS,o13_bisector,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[1057.408109  789.553112  593.008504  447.545057  336.319565  246.686018
  170.598258  105.055013   50.096364    5.799407  -28.690804  -54.789543
  -74.008398  -87.732336  -97.153923 -103.264718 -106.866851 -108.59511
 -108.943912 -108.294445 -106.939123 -105.102422 -102.957912 -100.640073
  -98.249575  -95.854095  -93.490874  -91.174669  -88.908405  -86.690947
  -84.520866  -82.39826   -80.325828  -78.308912  -76.354537  -74.469965
  -72.66145   -70.933438  -69.288195  -67.725763  -66.244117  -64.839484
  -63.50676   -62.240004  -61.03292   -59.879298]"
dmpl,CS,o13_perp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 294.850513  200.08567   126.238706   67.441416   20.909759  -15.213058
  -42.665726  -63.112222  -78.01697   -88.582729  -95.788995 -100.432602
 -103.142203 -104.400381 -104.57521  -103.949402 -102.742964 -101.129544
  -99.247213  -97.204517  -95.083143  -92.93935   -90.806551  -88.700698
  -86.627876  -84.590942  -82.593049  -80.638401  -78.731762  -76.877769
  -75.080446  -73.342932  -71.66743   -70.055261  -68.50697   -67.02241
  -65.600789  -64.240695  -62.940083  -61.696347  -60.506401  -59.366841
  -58.274115  -57.224702  -56.215247  -55.242672]"
dmpl,CS,o13_180,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[186.925113 103.610343  42.561574  -2.713778 -35.948707 -59.671287
 -75.965273 -86.638562 -93.207829 -96.835848 -98.364792 -98.422933
 -97.485338 -95.898562 -93.904388 -91.666807 -89.296704 -86.871121
 -84.447116 -82.069386 -79.77191  -77.5768   -75.494071 -73.523788
 -71.659641 -69.892492 -68.213034 -66.613205 -65.086672 -63.628703
 -62.2358   -60.905282 -59.634894 -58.422457 -57.265615 -56.161679
 -55.107579 -54.099909 -53.135041 -52.209283 -51.319031 -50.460929
 -49.632001 -48.829725 -48.052062 -47.297447]"
dmpl,CS,o13_120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 202.444038  116.331158   52.905409    5.640627  -29.330437  -54.659321
  -72.485051  -84.604871  -92.477179  -97.217095  -99.666318 -100.47644
 -100.147299  -99.048036  -97.442016  -95.513514  -93.390867  -91.164267
  -88.898285  -86.639773  -84.422219  -82.268181  -80.190873  -78.195592
  -76.281436  -74.443591  -72.675813  -70.972588  -69.330451  -67.748312
  -66.226936  -64.76796   -63.372845  -62.042081  -60.774795  -59.568735
  -58.420515  -57.325975  -56.280581  -55.279754  -54.319137  -53.394754
  -52.503129  -51.64131   -50.806862  -49.997831]"
dmpl,CS,o11_lp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 370.585181  265.141445  181.58574   114.137512   59.991386   17.189144
  -16.105322  -41.64433   -60.980322  -75.385929  -85.893426  -93.353167
  -98.45082  -101.721513 -103.577253 -104.338436 -104.26042  -103.551001
 -102.379557 -100.88164   -99.162669  -97.301972  -95.357095  -93.368126
  -91.36201   -89.356775  -87.365225  -85.397511  -83.462285  -81.566805
  -79.716653  -77.915664  -76.166071  -74.468883  -72.824327  -71.232281
  -69.692595  -68.205312  -66.770679  -65.389018  -64.06048   -62.784806
  -61.561156  -60.388044  -59.263393  -58.184662]"
dmpl,CS,o11_120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[239.290992 146.043495  77.173738  25.864114 -12.077239 -39.610467
 -59.096733 -72.483515 -81.338126 -86.851281 -89.918554 -91.235745
 -91.338608 -90.622126 -89.365305 -87.759917 -85.93698  -83.987811
 -81.978601 -79.958804 -77.965057 -76.023041 -74.148752 -72.34996
 -70.628091 -68.980472 -67.402374 -65.888657 -64.434777 -63.037328
 -61.694177 -60.404284 -59.1673   -57.983045 -56.851061 -55.770293
 -54.738975 -53.754682 -52.814456 -51.915014 -51.052925 -50.224806
 -49.427472 -48.658052 -47.914049 -47.193363]"
dmpl,CS,dmpl_O11_trimer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[ 3.50546592e+05  2.74055573e+05  1.38196814e+05  7.10044108e+04
  3.83724198e+04  2.14112850e+04  1.26450356e+04  7.91815668e+03
  5.12635611e+03  3.29310175e+03  2.07867474e+03  1.30571400e+03
  8.31669186e+02  5.41537984e+02  3.57543076e+02  2.34378168e+02
  1.46795978e+02  8.21260370e+01  3.38067510e+01 -1.94720800e+00
 -2.77356780e+01 -4.57118210e+01 -5.77399260e+01 -6.53921970e+01
 -6.98887690e+01 -7.21185280e+01 -7.27464020e+01 -7.22793990e+01
 -7.10912800e+01 -6.94447510e+01 -6.75185940e+01 -6.54336840e+01
 -6.32737140e+01 -6.10996590e+01 -5.89578980e+01 -5.68828510e+01
 -5.48969220e+01 -5.30110390e+01 -5.12269170e+01 -4.95402160e+01
 -4.79435740e+01 -4.64289000e+01 -4.49888000e+01 -4.36171980e+01
 -4.23094350e+01 -4.10620560e+01 -3.98724830e+01 -3.87386520e+01
 -3.76586640e+01 -3.66305240e+01 -3.56519520e+01 -3.47203150e+01
 -3.38326470e+01 -3.29857390e+01 -3.21762740e+01 -3.14009730e+01
 -3.06567450e+01 -2.99407870e+01 -2.92506870e+01 -2.85844430e+01
 -2.79404670e+01 -2.73175380e+01 -2.67147400e+01 -2.61313760e+01
 -2.55669020e+01 -2.50208590e+01 -2.44928190e+01 -2.39823540e+01
 -2.34890090e+01 -2.30122970e+01 -2.25517000e+01 -2.21066630e+01
 -2.16766090e+01 -2.12609450e+01 -2.08590600e+01 -2.04703540e+01
 -2.00942210e+01 -1.97300750e+01 -1.93773400e+01 -1.90354680e+01
 -1.87039310e+01 -1.83822270e+01 -1.80698860e+01 -1.77664630e+01
 -1.74715420e+01 -1.71847330e+01]"
dmpl,CS,dmpl_O11_tetramer,,
dmpl,CS,dmpl_O13_trimer,,
dmpl,CS,dmpl_O13_tetramer,,
dms,LI,120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 68.214368  34.273232  10.965684  -4.695005 -14.91469  -21.295811
 -24.993569 -26.836591 -27.41585  -27.150854 -26.338521 -25.188276
 -23.84691  -22.416252 -20.965879 -19.542185 -18.175045 -16.882516
 -15.67434  -14.554429 -13.522698 -12.576443 -11.711243 -10.921742
 -10.202123  -9.546455  -8.948915  -8.403985  -7.906457  -7.451569
  -7.03498   -6.652769  -6.301436  -5.977852  -5.679256  -5.403187
  -5.147453  -4.910129  -4.689477  -4.483982  -4.292259  -4.113093
  -3.945378  -3.78814   -3.640487  -3.501642]"
dms,LI,lp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 83.862037  45.1315    18.158787  -0.323113 -12.71512  -20.760696
 -25.719482 -28.49907  -29.752119 -29.947599 -29.422583 -28.419427
 -27.112284 -25.625966 -24.049546 -22.446147 -20.859962 -19.321394
 -17.850687 -16.460605 -15.158353 -13.947068 -12.826947 -11.796068
 -10.851045  -9.987466  -9.200302  -8.484125  -7.83338   -7.242508
  -6.706133  -6.219122  -5.776661  -5.374311  -5.007997  -4.674049
  -4.369127  -4.090273  -3.834823  -3.600419  -3.38497   -3.186597
  -3.003683  -2.834764  -2.678558  -2.533926]"
dms,LI,dms_S_trimer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[ 74.877608  40.568776  16.899265   0.889239  -9.665311 -16.368654
 -20.377651 -22.520947 -23.389031 -23.401365 -22.854941 -21.959059
 -20.860085 -19.659219 -18.425469 -17.204794 -16.026809 -14.909514
 -13.862854 -12.891105 -11.99472  -11.171642 -10.418301  -9.730141
  -9.102234  -8.529518  -8.007004  -7.529916  -7.093789  -6.694551
  -6.328403  -5.99203   -5.682406  -5.396859  -5.133019  -4.88876
  -4.66223   -4.451752  -4.255835  -4.07316   -3.90256   -3.742933
  -3.593376  -3.45302   -3.321096  -3.19691   -3.079881  -2.969431
  -2.865048  -2.766304  -2.672788  -2.584135  -2.499985  -2.420053
  -2.344034  -2.271706  -2.202806  -2.137113  -2.074418  -2.014567
  -1.957352  -1.902639  -1.850244  -1.800077  -1.751979  -1.705832
  -1.661537  -1.618993  -1.578122  -1.538794  -1.500981  -1.464566
  -1.429491  -1.395706  -1.363144  -1.331705  -1.301393  -1.272126
  -1.243862  -1.216549  -1.190174  -1.164639  -1.139949  -1.116055
  -1.092947  -1.070534]"
dms,LI,dms_S_tetramer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[-44.184713 -46.071176 -47.05907  -47.310834 -46.970958 -46.165917
 -45.004587 -43.579335 -41.967303 -40.232022 -38.42507  -36.58777
 -34.752691 -32.945004 -31.1837   -29.482691 -27.851712 -26.297167
 -24.822645 -23.42977  -22.118354 -20.887035 -19.733456 -18.654538
 -17.64676  -16.706317 -15.829204 -15.011413 -14.248967 -13.538001
 -12.874869 -12.256052 -11.678224 -11.13834  -10.633501 -10.161048
  -9.718514  -9.303615  -8.914215  -8.548412  -8.204488  -7.88074
  -7.575706  -7.288059  -7.016559  -6.760003  -6.517396  -6.287771
  -6.070244  -5.864006  -5.668311  -5.482439  -5.305761  -5.137697
  -4.977692  -4.825221  -4.679801  -4.541007  -4.408432  -4.281693
  -4.160441  -4.04437   -3.93316   -3.826546  -3.724275  -3.626119
  -3.531828  -3.441227  -3.354121  -3.270333  -3.189689  -3.112039
  -3.037226  -2.965106  -2.895603  -2.828529  -2.763834  -2.701358
  -2.641009  -2.582707  -2.526354  -2.471859  -2.419138  -2.368116
  -2.318747  -2.270928]"
dms,NAT,120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[233.38419  160.395485 105.985585  66.286451  37.9311    18.039862
   4.2867    -5.029434 -11.141425 -14.961024 -17.180201 -18.298647
 -18.660688 -18.510797 -18.025159 -17.32964  -16.512963 -15.636831
 -14.743493 -13.861308 -13.008767 -12.197362 -11.433587 -10.720291
 -10.057871  -9.444999  -8.879343  -8.357989  -7.87778   -7.435498
  -7.028013  -6.652324  -6.305623  -5.985286  -5.688923  -5.414329
  -5.159502  -4.922632  -4.702094  -4.496422  -4.304318  -4.124605
  -3.956243  -3.798283  -3.649884  -3.510286]"
dms,NAT,lp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[267.090216 186.455731 125.676508  80.970126  48.716804  25.784764
   9.690002  -1.417501  -8.908413 -13.802287 -16.843924 -18.567105
 -19.35662  -19.493    -19.180993 -18.56938  -17.765838 -16.847871
 -15.871123 -14.875359 -13.888688 -12.930613 -12.01413  -11.147241
 -10.334278  -9.576838  -8.874708  -8.226379  -7.629557  -7.081432
  -6.578929  -6.118835  -5.697901  -5.31294   -4.960858  -4.638673
  -4.343608  -4.073074  -3.824688  -3.596296  -3.385926  -3.19186
  -3.012527  -2.846546  -2.692691  -2.54986 ]"
dms,NAT,dms_S_trimer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[238.208662 164.770004 109.961261  69.912832  41.238864  21.076063
   7.098665  -2.417253  -8.724281 -12.744869 -15.152084 -16.431597
 -16.934099 -16.911855 -16.544831 -15.960335 -15.247537 -14.46809
 -13.663959 -12.863297 -12.084863 -11.340919 -10.638874  -9.982349
  -9.372167  -8.807313  -8.285697  -7.804664  -7.361333  -6.952774
  -6.576121  -6.228647  -5.907786  -5.611142  -5.336516  -5.08189
  -4.845432  -4.625487  -4.420557  -4.229313  -4.050567  -3.883246
  -3.726397  -3.579158  -3.440763  -3.310515  -3.187781  -3.071995
  -2.962632  -2.859221  -2.76133   -2.66857   -2.58057   -2.497012
  -2.417596  -2.342042  -2.270099  -2.201539  -2.136146  -2.073726
  -2.014102  -1.957102  -1.902574  -1.850374  -1.80037   -1.752432
  -1.706449  -1.662313  -1.61992   -1.579179  -1.539999  -1.502301
  -1.466003  -1.431043  -1.397346  -1.364853  -1.333502  -1.303246
  -1.274025  -1.245799  -1.218517  -1.192138  -1.166624  -1.141937
  -1.118041  -1.094901]"
dms,NAT,dms_S_tetramer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[-29.061239 -30.63499  -31.670187 -32.248463 -32.443536 -32.321187
 -31.93981  -31.350552 -30.598104 -29.721218 -28.753339 -27.723159
 -26.655064 -25.569293 -24.482293 -23.407023 -22.353382 -21.328796
 -20.338582 -19.386436 -18.474711 -17.604748 -16.777049 -15.991464
 -15.247356 -14.543672 -13.879073 -13.251973 -12.660666 -12.103298
 -11.577995 -11.082844 -10.615993 -10.17563   -9.760057  -9.367617
  -8.996775  -8.646138  -8.314377  -8.000301  -7.702717  -7.42064
  -7.153065  -6.899097  -6.657937  -6.428773  -6.210869  -6.003592
  -5.806295  -5.618398  -5.439366  -5.26868   -5.105846  -4.950455
  -4.802074  -4.660315  -4.52478   -4.39513   -4.27108   -4.152281
  -4.038441  -3.929306  -3.824604  -3.724114  -3.627578  -3.534812
  -3.445594  -3.359738  -3.277083  -3.197474  -3.120742  -3.04674
  -2.975366  -2.906471  -2.839948  -2.775703  -2.713605  -2.653576
  -2.595512  -2.539349  -2.484997  -2.432394  -2.381407  -2.332056
  -2.284226  -2.237845]"
dms,K,120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[448.9716   335.033914 246.847451 178.486365 125.915365  86.014645
  56.174586  34.195533  18.259924   6.901989  -1.03453   -6.444494
 -10.009159 -12.240229 -13.518053 -14.12339  -14.262709 -14.087296
 -13.707006 -13.200025 -12.620587 -12.005564 -11.380059 -10.761236
 -10.160648  -9.585795  -9.04112   -8.528856  -8.049644  -7.60305
  -7.187927  -6.802663  -6.445417  -6.114236  -5.807169  -5.52229
  -5.257788  -5.011953  -4.783207  -4.570088  -4.371259  -4.185515
  -4.01175   -3.848972  -3.696267  -3.552803]"
dms,K,lp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[496.818247 377.855202 281.579706 206.381327 148.204073 103.75582
  70.236807  45.278796  26.927351  13.61027    4.089879  -2.591481
  -7.165473 -10.186412 -12.072398 -13.137881 -13.618288 -13.688335
 -13.475969 -13.07393  -12.549051 -11.949588 -11.310389 -10.656568
 -10.006026  -9.371274  -8.760784  -8.179991  -7.632035  -7.118406
  -6.639382  -6.194312  -5.782051  -5.40099   -5.04933   -4.7251
  -4.426332  -4.151076  -3.897425  -3.663599  -3.447901  -3.248767
  -3.064752  -2.894529  -2.736909  -2.590788]"
dms,K,dms_S_trimer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[461.299584 345.959912 256.275455 186.510109 132.733388  91.83275
  61.172501  38.520609  22.030076  10.211045   1.888275  -3.848192
  -7.691888 -10.164194 -11.652505 -12.442231 -12.74289  -12.708358
 -12.451502 -12.053702 -11.571675 -11.04378  -10.496142  -9.946936
  -9.408736  -8.890022  -8.396078  -7.929808  -7.492389  -7.083924
  -6.703584  -6.350132  -6.022007  -5.717515  -5.434907  -5.172476
  -4.928598  -4.701713  -4.490408  -4.293368  -4.109359  -3.93732
  -3.776237  -3.625213  -3.483436  -3.350143  -3.224667  -3.106415
  -2.994811  -2.889363  -2.789598  -2.695137  -2.605577  -2.52058
  -2.439845  -2.363067  -2.29      -2.220394  -2.154045  -2.090724
  -2.030255  -1.972472  -1.917209  -1.864318  -1.813647  -1.765091
  -1.71852   -1.673819  -1.630906  -1.589662  -1.550009  -1.51187
  -1.47515   -1.439804  -1.40574   -1.372896  -1.341233  -1.310676
  -1.281171  -1.252686  -1.225164  -1.19855   -1.17282   -1.147933
  -1.123842  -1.100506]"
dms,K,dms_S_tetramer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[-18.444335 -20.654838 -22.354188 -23.607817 -24.475269 -25.011068
 -25.264725 -25.281077 -25.100361 -24.75841  -24.286977 -23.713968
 -23.063567 -22.35661  -21.610864 -20.841277 -20.060302 -19.27813
 -18.503    -17.74139  -16.998369 -16.277652 -15.581998 -14.913187
 -14.272329 -13.659959 -13.076127 -12.520537 -11.992555 -11.4914
 -11.016142 -10.565723 -10.138981  -9.734794  -9.351999  -8.989443
  -8.645973  -8.320527  -8.01204   -7.719497  -7.441942  -7.17846
  -6.928235  -6.690408  -6.464242  -6.249031  -6.044129  -5.848894
  -5.662742  -5.485166  -5.315626  -5.153665  -4.998864  -4.850798
  -4.709062  -4.573369  -4.443337  -4.31867   -4.199108  -4.084355
  -3.974169  -3.868324  -3.76661   -3.668845  -3.574796  -3.484322
  -3.397222  -3.313361  -3.232589  -3.154765  -3.079731  -3.007372
  -2.937559  -2.870188  -2.80514   -2.742306  -2.681599  -2.622886
  -2.566115  -2.511181  -2.457994  -2.406491  -2.356587  -2.308227
  -2.261328  -2.215838]"
