Data Summary Report
================================================================================
Index1  Index2  Index3                   Size  Min        Max       
 adeb      CS    n3_120                 46      1.5000      6.0000    
 adeb      CS    n3_perp                46      1.5000      6.0000    
 adeb      CS    n8_poav                46      1.5000      6.0000    
 adeb      CS    n12_120                46      1.5000      6.0000    
 adeb      CS    n12_perp               46      1.5000      6.0000    
 adeb      CS    n1_perp                46      1.5000      6.0000    
 guab      LI    n5_perp                46      1.5000      6.0000    
 guab      LI    n7_poav                46      1.5000      6.0000    
 guab      LI    n3_120                 46      1.5000      6.0000    
 guab      LI    n3_perp                46      1.5000      6.0000    
 guab      LI    n13_120                46      1.5000      6.0000    
 guab      LI    n13_perp               46      1.5000      6.0000    
 guab      LI    n1_perp                46      1.5000      6.0000    
 guab      LI    o11_bi                 46      1.5000      6.0000    
 guab      LI    o11_120                46      1.5000      6.0000    
 guab      LI    guab_N_trimer          86      1.5000      10.0000   
 guab      LI    guab_N_tetramer        86      1.5000      10.0000   
 guab      NA    n5_perp                46      1.5000      6.0000    
 guab      NA    n7_poav                46      1.5000      6.0000    
 guab      NA    n3_120                 46      1.5000      6.0000    
 guab      NA    n3_perp                46      1.5000      6.0000    
 guab      NA    n13_120                46      1.5000      6.0000    
 guab      NA    n13_perp               46      1.5000      6.0000    
 guab      NA    n1_perp                46      1.5000      6.0000    
 guab      NA    o11_bi                 46      1.5000      6.0000    
 guab      NA    o11_120                46      1.5000      6.0000    
 guab      NA    guab_N_trimer          86      1.5000      10.0000   
 guab      NA    guab_N_tetramer        86      1.5000      10.0000   
 guab      K     n5_perp                46      1.5000      6.0000    
 guab      K     n7_poav                46      1.5000      6.0000    
 guab      K     n3_120                 46      1.5000      6.0000    
 guab      K     n3_perp                46      1.5000      6.0000    
 guab      K     n13_120                46      1.5000      6.0000    
 guab      K     n13_perp               46      1.5000      6.0000    
 guab      K     n1_perp                46      1.5000      6.0000    
 guab      K     o11_bi                 46      1.5000      6.0000    
 guab      K     o11_120                46      1.5000      6.0000    
 guab      K     guab_N_trimer          86      1.5000      10.0000   
 guab      K     guab_N_tetramer        79      1.5000      9.3000    
 guab      RB    n5_perp                46      1.5000      6.0000    
 guab      RB    n7_poav                46      1.5000      6.0000    
 guab      RB    n3_120                 46      1.5000      6.0000    
 guab      RB    n3_perp                46      1.5000      6.0000    
 guab      RB    n13_120                46      1.5000      6.0000    
 guab      RB    n13_perp               46      1.5000      6.0000    
 guab      RB    n1_perp                46      1.5000      6.0000    
 guab      RB    o11_bi                 46      1.5000      6.0000    
 guab      RB    o11_120                46      1.5000      6.0000    
 guab      RB    guab_N_trimer          86      1.5000      10.0000   
 guab      RB    guab_N_tetramer        0       0.0000      0.0000    
 guab      CS    n5_perp                46      1.5000      6.0000    
 guab      CS    n7_poav                46      1.5000      6.0000    
 guab      CS    n3_120                 46      1.5000      6.0000    
 guab      CS    n3_perp                46      1.5000      6.0000    
 guab      CS    n13_120                46      1.5000      6.0000    
 guab      CS    n13_perp               46      1.5000      6.0000    
 guab      CS    n1_perp                46      1.5000      6.0000    
 guab      CS    o11_bi                 46      1.5000      6.0000    
 guab      CS    o11_120                46      1.5000      6.0000    
 guab      CS    guab_N_trimer          0       0.0000      0.0000    
 guab      CS    guab_N_tetramer        0       0.0000      0.0000    
 cytb      LI    o5_bi                  46      1.5000      6.0000    
 cytb      LI    o5_120                 46      1.5000      6.0000    
 cytb      LI    n1_perp                46      1.5000      6.0000    
 cytb      LI    n6_perp                46      1.5000      6.0000    
 cytb      LI    n6_120                 46      1.5000      6.0000    
 cytb      LI    n8_poav                46      1.5000      6.0000    
 cytb      LI    cytb_N_trimer          86      1.5000      10.0000   
 cytb      LI    cytb_N_tetramer        91      1.0000      10.0000   
 cytb      NA    o5_bi                  46      1.5000      6.0000    
 cytb      NA    o5_120                 46      1.5000      6.0000    
 cytb      NA    n1_perp                46      1.5000      6.0000    
 cytb      NA    n6_perp                46      1.5000      6.0000    
 cytb      NA    n6_120                 46      1.5000      6.0000    
 cytb      NA    n8_poav                46      1.5000      6.0000    
 cytb      NA    cytb_N_trimer          86      1.5000      10.0000   
 cytb      NA    cytb_N_tetramer        88      1.3000      10.0000   
 cytb      K     o5_bi                  46      1.5000      6.0000    
 cytb      K     o5_120                 46      1.5000      6.0000    
 cytb      K     n1_perp                46      1.5000      6.0000    
 cytb      K     n6_perp                46      1.5000      6.0000    
 cytb      K     n6_120                 46      1.5000      6.0000    
 cytb      K     n8_poav                46      1.5000      6.0000    
 cytb      K     cytb_N_trimer          86      1.5000      10.0000   
 cytb      K     cytb_N_tetramer        86      1.5000      10.0000   
 cytb      RB    o5_bi                  46      1.5000      6.0000    
 cytb      RB    o5_120                 46      1.5000      6.0000    
 cytb      RB    n1_perp                46      1.5000      6.0000    
 cytb      RB    n6_perp                46      1.5000      6.0000    
 cytb      RB    n6_120                 46      1.5000      6.0000    
 cytb      RB    n8_poav                46      1.5000      6.0000    
 cytb      RB    cytb_N_trimer          38      1.5000      5.2000    
 cytb      RB    cytb_N_tetramer        0       0.0000      0.0000    
 cytb      CS    o5_bi                  46      1.5000      6.0000    
 cytb      CS    o5_120                 46      1.5000      6.0000    
 cytb      CS    n1_perp                46      1.5000      6.0000    
 cytb      CS    n6_perp                46      1.5000      6.0000    
 cytb      CS    n6_120                 46      1.5000      6.0000    
 cytb      CS    n8_poav                46      1.5000      6.0000    
 cytb      CS    cytb_N_trimer          0       0.0000      0.0000    
 cytb      CS    cytb_N_tetramer        0       0.0000      0.0000    
 thyb      LI    n1_perp                46      1.5000      6.0000    
 thyb      LI    o5_120                 46      1.5000      6.0000    
 thyb      LI    o5_bi                  46      1.5000      6.0000    
 thyb      LI    o9_120                 46      1.5000      6.0000    
 thyb      LI    o9_bi                  46      1.5000      6.0000    
 thyb      NA    n1_perp                46      1.5000      6.0000    
 thyb      NA    o5_120                 46      1.5000      6.0000    
 thyb      NA    o5_bi                  46      1.5000      6.0000    
 thyb      NA    o9_120                 46      1.5000      6.0000    
 thyb      NA    o9_bi                  46      1.5000      6.0000    
 thyb      K     n1_perp                46      1.5000      6.0000    
 thyb      K     o5_120                 46      1.5000      6.0000    
 thyb      K     o5_bi                  46      1.5000      6.0000    
 thyb      K     o9_120                 46      1.5000      6.0000    
 thyb      K     o9_bi                  46      1.5000      6.0000    
 thyb      RB    n1_perp                46      1.5000      6.0000    
 thyb      RB    o5_120                 46      1.5000      6.0000    
 thyb      RB    o5_bi                  46      1.5000      6.0000    
 thyb      RB    o9_120                 46      1.5000      6.0000    
 thyb      RB    o9_bi                  46      1.5000      6.0000    
 thyb      CS    n1_perp                46      1.5000      6.0000    
 thyb      CS    o5_120                 46      1.5000      6.0000    
 thyb      CS    o5_bi                  46      1.5000      6.0000    
 thyb      CS    o9_120                 46      1.5000      6.0000    
 thyb      CS    o9_bi                  46      1.5000      6.0000    
 urab      LI    n1_perp                46      1.5000      6.0000    
 urab      LI    o5_120                 46      1.5000      6.0000    
 urab      LI    o5_bi                  46      1.5000      6.0000    
 urab      LI    o9_120                 46      1.5000      6.0000    
 urab      LI    o9_bi                  46      1.5000      6.0000    
 urab      LI    urab_O_trimer          86      1.5000      10.0000   
 urab      LI    urab_O_tetramer        85      1.2000      9.6000    
 urab      LI    urab_O2_trimer         86      1.5000      10.0000   
 urab      LI    urab_O2_tetramer       91      1.0000      10.0000   
 urab      NA    n1_perp                46      1.5000      6.0000    
 urab      NA    o5_120                 46      1.5000      6.0000    
 urab      NA    o5_bi                  46      1.5000      6.0000    
 urab      NA    o9_120                 46      1.5000      6.0000    
 urab      NA    o9_bi                  46      1.5000      6.0000    
 urab      NA    urab_O_trimer          86      1.5000      10.0000   
 urab      NA    urab_O_tetramer        86      1.5000      10.0000   
 urab      NA    urab_O2_trimer         86      1.5000      10.0000   
 urab      NA    urab_O2_tetramer       86      1.5000      10.0000   
 urab      K     n1_perp                46      1.5000      6.0000    
 urab      K     o5_120                 46      1.5000      6.0000    
 urab      K     o5_bi                  46      1.5000      6.0000    
 urab      K     o9_120                 46      1.5000      6.0000    
 urab      K     o9_bi                  46      1.5000      6.0000    
 urab      K     urab_O_trimer          86      1.5000      10.0000   
 urab      K     urab_O_tetramer        86      1.5000      10.0000   
 urab      K     urab_O2_trimer         86      1.5000      10.0000   
 urab      K     urab_O2_tetramer       66      1.5000      8.0000    
 urab      RB    n1_perp                46      1.5000      6.0000    
 urab      RB    o5_120                 46      1.5000      6.0000    
 urab      RB    o5_bi                  46      1.5000      6.0000    
 urab      RB    o9_120                 46      1.5000      6.0000    
 urab      RB    o9_bi                  46      1.5000      6.0000    
 urab      RB    urab_O_trimer          42      1.5000      5.6000    
 urab      RB    urab_O_tetramer        0       0.0000      0.0000    
 urab      RB    urab_O2_trimer         86      1.5000      10.0000   
 urab      RB    urab_O2_tetramer       0       0.0000      0.0000    
 urab      CS    n1_perp                46      1.5000      6.0000    
 urab      CS    o5_120                 46      1.5000      6.0000    
 urab      CS    o5_bi                  46      1.5000      6.0000    
 urab      CS    o9_120                 46      1.5000      6.0000    
 urab      CS    o9_bi                  46      1.5000      6.0000    
 urab      CS    urab_O_trimer          0       0.0000      0.0000    
 urab      CS    urab_O_tetramer        0       0.0000      0.0000    
 urab      CS    urab_O2_trimer         0       0.0000      0.0000    
 urab      CS    urab_O2_tetramer       0       0.0000      0.0000    
